Study,Run,outcome
1.0,61.24411420145788,0.0
2.47958210175425,157.60208949122875,0.0
1.0,80.91060360700081,0.0
1.5263550492101743,167.42130781986614,0.0
2.5577422659504374,10.422577340495625,0.0
1.0,93.82692913067848,0.0
1.8710829149547175,61.693375627567924,0.0
1.7575452519025787,10.348591618340976,0.0
1.0,61.31276583064041,0.0
1.0,58.50176301427494,0.0
1.7848895554128543,177.0,0.0
1.488706310929309,58.48870631092931,0.0
1.0,70.47371546773411,0.0
1.660696962561828,175.67860607487634,0.0
2.867383647519749,72.33691823759875,0.0
2.0075343631340745,26.007534363134074,0.0
2.5493344045749433,87.32400160686241,0.0
2.2692863606518845,169.71178862293348,0.0
2.024380398382524,96.02438039838252,0.0
1.8508175178361461,115.85081751783615,0.0
1.1757752490802877,93.35155049816058,0.0
1.1941351132588567,118.55308090607085,0.0
1.0556534893569753,1.83480234035463,0.0
1.8423140352981817,89.79239649417454,0.0
2.896729044250974,87.84509356637646,0.0
1.018242481428361,93.09121240714181,0.0
2.393922924732843,45.51519268816789,0.0
3.0,17.027444652316056,0.0
3.0,156.13728710728577,0.0
2.57599841780566,157.1200079109717,0.0
3.0,176.66958245234213,0.0
1.0053000063976054,92.9946999936024,0.0
1.0249328370548576,43.825470140616,0.0
1.4907487792587846,14.472246337776353,0.0
2.4457921932435513,169.04814293716046,0.0
1.1791385268466474,47.38775325838017,0.0
2.436914541673107,87.15537181250966,0.0
1.0,50.50948575137125,0.0
1.0,166.61690257936795,0.0
1.8385825587026248,92.16141744129737,0.0
2.589844879701082,59.58984487970108,0.0
2.9359881330084683,176.7439525320339,0.0
2.4219049576734966,169.17952273279576,0.0
2.6009861453233603,75.39408312805983,0.0
1.5275056326030236,166.37377534671361,0.0
2.0,38.58952006954335,0.0
1.585539808711111,86.5855398087111,0.0
2.232220498557161,158.8388975072142,0.0
1.9127098204103246,159.47625892246194,0.0
1.987792087281306,159.5549356072341,0.0
2.067985657743066,4.135971315486132,0.0
1.0,116.35871561568098,0.0
2.5938830975578986,89.6244676097684,0.0
1.0,52.32307433358906,0.0
1.9085359444381993,51.640248388932605,0.0
