timestamp,cylinder number,customer,job number,grain screened,ink color,proof on ctd ink,blade mfg,cylinder division,paper,ink,direct steam,solvent type,type on cylinder,press type,press,unit number,cylinder size,paper mill location,plating tank,proof cut,viscosity,caliper,ink temperature,humifity,roughness,blade pressure,varnish pct,press speed,ink pct,solvent pct,ESA Voltage,ESA Amperage,wax,hardener,roller durometer,current density,anode space ratio,chrome content,band type
176,112,24,35458.0,1,1,2,1,1,1,0,1,0,0,3,816.0,2.0,3,0,1910.0,40.0,60.0,4,15.0,78.0,1.0,28.0,0.0,2380.0,60.0,40.0,3.0,0.0,2.5,1.0,30.0,40.0,106.66,100.0,0
177,65,49,47203.0,2,1,2,1,1,1,0,1,0,0,1,813.0,9.0,1,2,1910.0,55.0,55.0,8,16.3,100.0,1.0,30.907563025210084,0.0,1650.0,58.8,41.2,0.0,0.0,2.40093808630394,0.987593984962406,40.0,40.0,106.66,100.0,0
177,198,59,35816.0,1,1,2,1,1,1,0,1,0,1,3,815.0,2.0,2,0,1910.0,40.0,55.0,13,15.5,92.0,0.75,22.0,9.6,1550.0,53.2,37.2,1.0,0.0,2.9,1.3,33.0,40.0,106.66,100.0,0
178,198,59,35816.0,1,1,2,1,1,1,0,1,0,1,3,815.0,2.0,2,0,1910.0,40.0,52.0,2,16.0,86.0,0.75,26.0,9.6,1975.0,53.2,37.2,1.0,0.0,2.9,1.3,33.0,40.0,100.0,100.0,0
178,300,30,23055.0,2,1,2,1,1,2,1,1,0,1,2,821.0,7.0,3,2,1910.0,42.5,52.0,12,13.9,76.0,0.625,25.0,0.0,1800.0,50.0,50.0,0.0,0.0,2.5,0.9,40.0,40.0,106.66,100.0,0
180,378,61,25520.0,2,1,2,1,1,2,2,1,0,1,2,821.0,7.0,3,0,1910.0,50.0,56.0,6,15.2,76.0,0.625,25.0,3.4,1760.0,56.8,39.8,2.0,0.0,2.5,0.8,34.0,40.0,103.125,100.0,0
181,355,61,25520.0,2,1,2,1,1,2,2,1,0,1,2,821.0,7.0,3,2,1910.0,45.0,57.0,6,14.0,76.0,0.75,20.0,3.4,1800.0,56.2,40.4,2.0,0.0,2.0,0.8,34.0,40.0,103.125,100.0,0
183,285,60,35982.0,1,1,1,1,1,1,0,1,0,0,2,824.0,2.0,3,0,1910.0,47.0,67.0,12,16.0,74.0,0.8125,38.0,0.0,1900.0,58.8,41.2,2.0,0.0,2.5,1.1,33.0,40.0,103.125,100.0,1
183,339,60,35872.0,1,1,1,1,1,1,0,1,0,1,2,824.0,9.0,3,0,1910.0,47.0,67.0,9,16.0,82.0,0.5625,30.0,1.5,1900.0,50.5,34.3,0.0,0.0,2.5,1.1,33.0,40.0,103.125,100.0,1
179,173,49,47203.0,2,1,2,1,1,2,2,1,0,1,1,813.0,5.0,1,2,1910.0,50.0,52.0,8,17.0,69.0,0.75,30.907563025210084,0.0,1700.0,58.8,41.2,0.0,0.0,2.2,0.9,40.0,40.0,106.66,100.0,1
180,237,49,47203.0,2,1,2,1,1,2,2,1,0,0,0,802.0,7.0,1,2,1910.0,50.0,55.0,4,13.34,74.0,0.625,30.907563025210084,4.8,1635.0,59.5,35.7,1.0,0.0,3.0,2.0,40.0,40.0,100.0,100.0,1
180,180,49,47203.0,2,1,2,1,1,2,2,1,0,0,0,802.0,2.0,1,2,1910.0,50.0,55.0,4,13.86,70.0,0.625,47.0,10.2,1635.0,51.0,38.8,0.0,0.0,3.0,1.0,40.0,40.0,100.0,100.0,1
179,14,49,47203.0,2,1,2,1,1,2,2,1,0,1,1,813.0,1.0,1,2,1910.0,50.0,52.0,6,15.6,71.0,0.75,30.907563025210084,20.6,1700.0,46.7,32.7,0.0,0.0,2.5,0.6,40.0,40.0,106.66,100.0,1
167,90,5,37168.0,1,1,2,1,1,1,0,1,0,1,3,815.0,2.0,3,0,1911.0,30.0,63.0,8,13.0,94.0,1.0,29.0,0.0,1800.0,56.2,43.8,0.0,0.0,2.5,1.0,30.0,40.0,110.0,100.0,0
168,91,64,37333.0,1,1,2,1,1,1,0,1,0,1,3,815.0,2.0,3,0,1911.0,50.0,60.0,6,13.6,86.0,1.125,28.0,0.0,1500.0,64.1,35.9,0.0,0.0,2.5,1.0,33.0,40.0,106.45,100.0,0
169,327,61,25517.0,2,1,2,1,1,2,2,1,0,0,2,821.0,7.0,3,2,1911.0,55.0,53.0,8,14.2,72.0,0.625,25.0,22.7,1750.0,45.5,31.8,1.0,0.0,2.4,0.9,34.0,40.0,103.125,100.0,0
173,125,64,37333.0,1,1,2,1,1,1,0,1,0,0,3,815.0,2.0,3,0,1910.0,35.0,56.0,8,15.3,80.0,0.75,20.0,0.0,1900.0,76.9,23.1,0.0,0.0,2.5,1.25,33.0,40.0,106.66,100.0,0
173,375,32,37994.0,2,1,2,1,1,2,2,1,0,0,2,821.0,7.0,3,2,1911.0,55.0,56.0,4,15.0,84.0,0.625,25.0,16.7,1850.0,52.1,31.3,4.0,0.0,2.0,0.6,34.0,40.0,103.125,100.0,0
171,366,61,25513.0,2,1,2,1,1,2,2,1,0,0,2,821.0,7.0,3,2,1910.0,55.0,49.0,2,15.0,78.0,0.625,20.0,17.1,1900.0,47.6,35.2,0.0,0.0,2.5,0.85,34.0,40.0,106.45,100.0,0
173,242,49,47203.0,2,1,2,1,1,2,2,1,0,1,0,802.0,2.0,1,2,1910.0,50.0,50.0,2,15.7,90.0,0.75,50.0,0.0,1420.0,62.5,37.5,0.0,0.0,3.0,1.35,40.0,40.0,106.45,100.0,1
173,37,49,47203.0,2,1,2,1,1,2,2,1,0,1,0,802.0,7.0,1,2,1910.0,50.0,50.0,2,15.5,74.0,0.75,58.0,4.8,1420.0,59.5,35.7,3.0,0.0,3.0,1.0,40.0,40.0,106.45,100.0,1
174,392,60,35871.0,1,1,1,1,1,1,0,1,0,1,2,824.0,9.0,3,0,1911.0,35.0,56.0,4,16.0,82.0,0.5625,28.0,5.6,2100.0,56.2,38.2,0.0,0.0,1.7,0.4,30.0,40.0,103.125,100.0,1
174,292,60,35871.0,1,1,1,1,1,1,0,1,0,1,2,824.0,2.0,3,0,1911.0,35.0,56.0,2,15.0,80.0,0.8125,40.0,8.6,2100.0,53.8,37.6,8.0,0.0,1.7,1.0,30.0,40.0,100.0,100.0,1
170,294,5,37169.0,1,1,2,1,1,1,0,1,0,1,2,824.0,2.0,3,0,1911.0,40.0,50.0,2,16.0,68.0,0.8125,30.0,0.0,2400.0,58.8,41.2,8.0,0.0,2.5,1.5,33.0,40.0,103.125,100.0,1
170,275,5,47169.0,1,1,2,1,1,1,0,1,0,1,2,824.0,9.0,3,0,1911.0,40.0,50.0,4,16.0,70.0,0.5625,30.0,0.0,2400.0,58.8,41.2,8.0,0.0,1.5,0.5,33.0,40.0,103.125,100.0,1
168,28,44,32360.0,1,1,2,1,1,2,0,1,0,1,2,827.0,2.0,3,2,1910.0,45.1679012345679,59.0,4,14.2,80.0,1.0,20.0,5.6,1823.359168241966,55.6,38.9,0.0,0.0,2.0,2.5,33.0,40.0,106.45,100.0,1
168,24,44,32360.0,1,1,2,1,1,2,0,1,0,1,2,827.0,9.0,3,2,1911.0,37.5,59.0,4,16.0,75.0,0.75,20.0,4.3,1823.359168241966,54.3,41.3,0.0,0.0,2.5,1.5,33.0,40.0,106.45,100.0,1
167,82,9,37822.0,1,1,2,1,1,2,0,1,0,1,3,816.0,9.0,1,2,1911.0,40.0,54.0,2,15.8,76.0,0.5,38.0,5.6,1736.0,55.6,38.9,0.0,0.0,2.5,1.5,35.0,40.0,103.125,100.0,1
167,71,9,37822.0,1,1,2,1,1,2,1,1,0,1,3,816.0,2.0,1,2,1911.0,40.0,54.0,2,15.4,78.0,0.5,34.0,5.7,1736.0,56.8,36.9,0.0,0.0,2.5,1.1,35.0,40.0,103.125,100.0,1
173,272,32,37994.0,2,1,2,1,1,2,2,1,0,0,2,821.0,2.0,3,2,1911.0,55.0,45.0,6,15.5,79.0,0.625,20.0,16.7,1850.0,54.3,34.3,4.0,0.0,2.5,1.0,34.0,40.0,100.0,100.0,1
175,264,61,25519.0,2,1,2,1,1,2,2,1,0,0,2,821.0,7.0,3,2,1910.0,52.0,64.0,12,15.5,82.0,0.625,30.0,0.0,1800.0,71.4,28.6,4.0,0.0,2.5,0.9,34.0,40.0,103.125,100.0,0
172,106,24,35458.0,1,1,2,1,1,1,0,1,0,0,3,816.0,9.0,3,0,1910.0,40.0,56.0,4,16.5,79.0,0.5,28.0,0.0,2300.0,60.2,39.8,0.0,0.0,2.5,1.5,30.0,40.0,106.45,100.0,0
190,262,24,35460.0,1,1,2,1,1,1,0,1,0,1,2,824.0,2.0,3,0,1910.0,45.0,54.0,9,15.5,76.0,0.8125,30.0,5.6,2250.0,55.6,38.9,2.0,0.0,2.5,1.3,30.0,40.0,106.45,100.0,1
189,379,44,37365.0,1,1,2,1,1,2,0,1,0,1,2,828.0,2.0,3,3,1910.0,47.5,68.0,12,16.0,80.0,0.75,30.0,0.0,2250.0,58.8,41.2,0.0,0.0,1.5,1.0,35.0,40.0,106.45,100.0,1
189,322,44,37365.0,1,1,2,1,1,2,0,1,0,1,2,828.0,9.0,3,3,1910.0,47.5,68.0,10,16.0,80.0,0.75,30.0,0.0,2250.0,52.1,47.9,0.0,0.0,1.5,0.75,35.0,40.0,106.45,100.0,1
190,260,24,35460.0,1,1,2,1,1,1,0,1,0,1,2,824.0,9.0,3,0,1910.0,45.0,54.0,11,15.5,74.0,0.5625,40.0,10.5,2250.0,52.6,36.8,2.0,0.0,2.5,1.8,30.0,40.0,106.45,100.0,1
188,19,44,37365.0,1,1,2,1,1,2,0,1,0,0,2,827.0,2.0,3,0,1911.0,37.5,70.0,9,14.9,64.0,0.75,28.0,3.4,1500.0,57.5,39.1,0.0,0.0,2.5,1.0,40.0,40.0,106.89,100.0,1
188,25,44,37365.0,1,1,2,1,1,2,0,1,0,1,2,827.0,9.0,3,0,1911.0,37.5,70.0,12,15.0,65.0,0.75,25.0,5.4,1500.0,54.3,40.2,0.0,0.0,2.3,0.9,40.0,40.0,106.66,100.0,1
186,337,64,37338.0,1,1,2,1,1,1,0,1,0,1,2,824.0,2.0,3,0,1911.0,47.5,60.0,12,14.5,74.0,0.8125,20.0,8.6,1600.0,53.8,37.6,0.0,0.0,2.0,1.5,35.0,40.0,110.0,100.0,1
184,278,55,37758.0,1,1,2,1,1,1,0,1,0,1,2,828.0,9.0,3,0,1910.0,40.0,62.0,8,16.0,84.0,0.9375,28.0,0.0,2200.0,58.8,41.2,4.0,0.0,2.5,0.6,30.0,40.0,106.45,100.0,1
184,311,55,35758.0,1,1,2,1,1,1,0,1,0,1,2,828.0,2.0,3,0,1910.0,40.0,62.0,6,16.0,84.0,0.9375,32.0,0.0,2200.0,58.8,41.2,4.0,0.0,1.4,1.0,30.0,40.0,106.45,100.0,1
175,106,24,35458.0,1,1,2,1,1,1,0,1,0,1,3,816.0,9.0,3,0,1910.0,40.0,64.0,2,15.5,85.0,1.0,26.0,0.0,2400.0,58.8,41.2,0.0,0.0,2.5,1.0,30.0,40.0,103.125,100.0,1
175,112,24,35458.0,1,1,2,1,1,1,0,1,0,1,3,816.0,2.0,3,0,1910.0,40.0,64.0,4,15.0,82.0,0.75,31.0,0.0,2400.0,60.0,40.0,3.0,0.0,2.5,1.0,30.0,40.0,106.66,100.0,1
187,173,49,47203.0,2,1,2,1,1,2,2,1,0,0,0,802.0,7.0,1,2,1910.0,50.0,69.0,11,17.0,82.0,0.75,50.0,0.0,1700.0,62.5,37.5,0.0,0.0,3.0,1.0,40.0,40.0,106.45,100.0,0
186,333,64,37338.0,1,1,2,1,1,1,0,1,0,0,2,824.0,9.0,3,0,1911.0,50.0,60.0,12,16.0,76.0,0.5625,28.0,5.6,1600.0,55.6,38.9,0.0,0.0,1.0,0.5,35.0,40.0,110.0,100.0,1
184,159,37,37915.0,1,1,2,1,1,1,0,1,0,1,3,815.0,2.0,3,2,1910.0,50.0,62.0,12,15.4,98.0,0.75,25.0,10.6,1750.0,48.1,41.3,0.0,0.0,2.8,1.3,33.0,40.0,110.0,100.0,1
184,162,37,37915.0,1,1,2,1,1,1,0,1,0,1,3,815.0,9.0,3,2,1911.0,50.0,62.0,12,14.9,96.0,0.75,26.0,11.0,1950.0,50.0,39.0,0.0,0.0,2.8,0.8,33.0,40.0,110.0,100.0,1
185,70,49,47203.0,2,1,2,1,1,2,2,1,0,1,1,813.0,1.0,1,2,1910.0,50.0,68.0,11,13.4,70.0,0.7243334970530452,30.907563025210084,20.4,1700.0,46.3,33.3,0.0,0.0,2.5,1.0,40.0,40.0,106.45,100.0,0
189,397,44,37305.0,1,1,2,1,1,2,0,1,0,1,3,815.0,9.0,3,3,1911.0,35.0,68.0,12,15.1,90.0,0.875,30.0,6.0,1500.0,59.5,34.5,1.0,0.0,2.5,1.0,35.0,40.0,106.89,100.0,0
193,89,64,37501.0,1,1,2,1,1,1,0,1,0,1,3,816.0,2.0,3,2,1910.0,45.1679012345679,56.0,8,16.02,84.0,0.25,30.0,5.3,2244.0,52.6,42.1,5.0,0.0,3.0,0.8,30.0,40.0,110.0,100.0,1
193,109,64,37501.0,1,1,2,1,1,1,0,1,0,1,3,816.0,9.0,3,2,1906.7816091954023,32.5,56.0,11,15.03,79.0,0.3125,28.0,5.3,2244.0,52.6,42.1,0.0,0.0,1.8,0.5,30.0,40.0,106.45,100.0,1
194,336,5,37177.0,1,1,2,1,1,1,0,1,0,1,2,828.0,2.0,3,0,1910.0,40.0,56.0,8,17.0,82.0,0.75,30.0,0.0,2550.0,52.6,47.4,0.0,0.0,2.0,1.0,33.0,40.0,103.22,100.0,1
194,387,64,37177.0,1,1,2,1,1,1,0,1,0,1,2,828.0,9.0,3,0,1910.0,30.0,56.0,7,17.0,72.0,0.75,30.0,0.0,2550.0,52.6,47.4,0.0,0.0,2.0,1.0,33.0,40.0,103.22,100.0,1
195,122,64,37501.0,1,1,2,1,1,1,0,1,0,1,3,815.0,2.0,3,0,1910.0,30.0,69.0,8,16.0,98.0,0.75,35.0,0.0,2050.0,62.5,37.5,0.0,0.0,2.75,1.0,33.0,40.0,100.0,100.0,1
195,279,55,35759.0,1,1,2,1,1,1,0,1,0,1,2,827.0,2.0,3,0,1910.0,45.0,69.0,6,15.6,72.0,0.75,21.0,5.6,2426.0,55.6,38.9,0.0,0.0,2.85,1.1,30.0,40.0,103.22,100.0,1
195,376,55,37579.0,1,1,2,1,1,1,0,1,0,1,2,827.0,9.0,3,0,1910.0,45.0,69.0,6,16.1,76.0,0.75,22.0,5.6,2426.0,55.6,38.9,0.0,0.0,2.7,0.7,30.0,40.0,103.22,100.0,1
195,120,64,37501.0,1,1,2,1,1,1,0,1,0,0,3,815.0,9.0,3,0,1910.0,32.5,69.0,2,15.5,94.0,0.75,30.0,0.5,2050.0,52.6,42.1,0.0,0.0,2.5,1.0,33.0,40.0,100.0,100.0,1
201,381,64,37502.0,1,1,2,1,1,1,0,1,0,0,2,824.0,2.0,3,0,1910.0,45.1679012345679,66.0,2,15.0,82.0,0.8125,30.0,7.0,1900.0,58.1,34.9,5.0,0.0,2.5,0.9,30.0,40.0,103.125,100.0,0
200,137,47,37938.0,2,1,2,1,1,2,2,1,0,0,3,816.0,9.0,1,2,1910.0,45.0,65.0,8,16.3,78.0,0.75,32.0,3.4,1700.0,56.8,39.8,4.0,0.0,2.5,1.0,34.0,40.0,106.45,100.0,0
199,202,58,35528.0,2,1,2,1,1,2,2,1,0,1,3,816.0,2.0,2,2,1910.0,40.0,68.0,8,14.0,88.0,0.75,32.0,0.0,1742.0,60.0,40.0,3.0,0.0,2.5,1.0,40.0,40.0,103.125,100.0,0
198,359,64,37199.0,1,1,2,1,1,2,0,1,0,1,2,824.0,9.0,3,0,1910.0,40.0,64.0,2,16.5,82.0,0.5625,30.0,2.3,1900.0,57.5,40.2,0.0,0.0,1.3,0.8,30.0,40.0,106.45,100.0,0
197,146,16,37003.0,2,1,2,1,1,2,1,1,0,1,3,815.0,2.0,1,2,1910.0,40.0,65.0,6,16.2,79.0,0.625,30.0,0.0,1500.0,62.5,37.5,4.0,0.0,2.5,1.0,38.0,40.0,106.45,100.0,0
196,222,33,37990.0,2,1,2,1,1,2,2,1,0,1,1,813.0,1.0,1,2,1910.0,50.0,66.0,4,16.0,87.0,1.0,30.907563025210084,11.1,1530.0,55.6,33.3,0.0,0.0,2.5,1.0,34.0,40.0,100.0,100.0,0
192,399,44,37365.0,1,1,2,1,1,2,0,1,0,1,3,815.0,9.0,3,2,1911.0,35.0,62.0,12,14.5,94.0,1.0,35.0,0.0,1900.0,63.3,36.7,0.0,0.0,2.5,1.0,35.0,40.0,106.89,100.0,0
192,303,24,35460.0,1,1,2,1,1,1,0,1,0,0,2,824.0,2.0,3,0,1910.0,40.0,62.0,2,16.0,80.0,0.8125,40.0,0.0,2250.0,62.5,37.5,0.0,0.0,2.5,0.7,30.0,40.0,110.0,100.0,0
191,3,44,37365.0,1,1,2,1,1,2,0,1,0,1,2,827.0,9.0,3,2,1910.0,42.5,58.0,12,15.0,76.0,1.0,20.0,5.4,2000.0,54.3,40.2,0.0,0.0,2.5,1.0,35.0,40.0,103.33,100.0,0
204,174,49,47204.0,2,1,2,1,1,1,0,1,0,1,1,813.0,9.0,1,2,1910.0,50.0,64.0,4,18.0,64.0,1.0,30.907563025210084,0.0,1300.0,62.5,37.5,0.0,0.0,3.0,1.0,40.0,40.0,106.45,100.0,0
204,50,49,47204.0,2,1,2,1,1,1,0,1,0,1,1,813.0,10.0,1,2,1910.0,50.0,64.0,2,16.0,86.0,0.75,30.907563025210084,0.0,1300.0,58.8,41.1,0.0,0.0,2.5,1.0,40.0,40.0,106.45,100.0,0
202,149,47,37938.0,2,1,2,1,1,2,2,1,0,1,3,816.0,2.0,1,0,1910.0,60.0,66.0,2,14.5,85.0,0.25,30.907563025210084,0.0,1823.359168241966,62.2,37.8,0.0,0.0,2.5,1.0,34.0,40.0,106.45,100.0,0
203,329,64,37505.0,1,1,2,1,1,1,0,1,0,0,2,824.0,9.0,3,0,1910.0,40.0,64.0,4,15.4,88.0,0.5625,24.0,4.4,1835.0,55.5,40.0,2.0,0.0,2.0,1.3,30.0,40.0,106.45,100.0,1
203,370,64,37505.0,1,1,2,1,1,1,0,1,0,0,2,824.0,2.0,3,0,1910.0,40.0,64.0,2,16.0,76.0,0.8125,23.0,4.8,1835.0,59.5,35.7,3.0,0.0,2.0,0.7,30.0,40.0,106.45,100.0,1
12,81,49,47103.0,2,1,2,1,1,2,2,1,0,1,3,816.0,9.0,1,2,1910.0,47.5,63.0,8,16.4,84.0,0.5,27.0,20.7,1800.0,41.3,38.0,5.0,0.0,2.6,0.3,40.0,33.0,96.7,100.0,0
9,47,49,47103.0,2,1,2,1,1,2,2,1,2,1,3,816.0,9.0,1,2,1910.0,50.0,50.0,8,14.5,84.0,0.25,24.0,20.7,1500.0,41.3,38.0,0.0,0.0,3.0,0.6,40.0,33.0,103.3,100.0,0
11,170,49,47103.0,2,1,2,1,1,2,2,1,0,1,1,813.0,1.0,1,2,1910.0,50.0,48.0,4,13.0,80.0,1.0,30.907563025210084,18.9,1700.0,47.2,34.0,0.0,0.0,2.7,0.6,40.0,33.0,100.0,100.0,0
14,135,6,34402.0,2,1,2,1,1,2,2,1,2,1,3,815.0,9.0,1,2,1911.0,52.0,54.0,15,16.0,82.0,0.875,22.0,15.8,900.0,49.5,34.7,0.0,0.0,2.5,1.0,50.0,40.0,96.7,100.0,0
2,190,59,34545.0,1,1,2,1,1,1,0,1,0,0,2,827.0,2.0,2,0,1910.0,40.0,41.0,4,14.0,79.0,0.75,20.0,0.0,1530.0,61.7,38.3,5.0,0.0,3.1,1.8,33.0,33.0,96.9,100.0,1
4,163,64,36053.0,1,1,2,1,1,1,0,1,0,1,3,815.0,9.0,3,0,1910.0,45.0,42.0,4,15.0,76.0,0.75,30.0,0.0,2220.0,58.8,41.2,0.0,0.0,2.5,1.0,30.0,35.0,100.0,100.0,1
4,156,64,36053.0,1,1,2,1,1,1,0,1,0,1,3,815.0,2.0,3,0,1910.0,45.0,42.0,4,16.0,84.0,0.625,28.0,0.0,2220.0,54.3,45.7,0.0,0.0,2.5,1.0,30.0,35.0,100.0,100.0,1
18,59,50,36859.0,2,1,2,1,1,2,2,1,0,1,0,802.0,7.0,1,2,1911.0,55.0,54.0,6,15.0,70.0,0.625,60.0,3.4,1600.0,56.8,39.8,0.0,0.0,1.0,0.4,45.0,40.0,103.3,100.0,1
18,72,50,36859.0,2,1,2,1,1,2,1,1,0,0,0,802.0,2.0,1,2,1911.0,57.5,54.0,6,15.5,80.0,0.625,55.0,0.0,1600.0,62.5,37.5,0.0,0.0,3.0,0.5,45.0,40.0,103.3,100.0,1
8,185,49,47103.0,1,1,2,1,1,1,0,1,0,1,1,813.0,9.0,1,2,1910.0,40.0,54.0,4,15.59,89.0,1.0,30.907563025210084,1.2,1700.0,58.1,40.7,0.0,0.0,2.5,0.6,40.0,33.0,103.3,100.0,1
1,102,24,34683.0,1,1,2,1,1,1,0,1,0,1,3,815.0,2.0,3,2,1910.0,40.0,38.0,8,16.0,92.0,0.625,25.0,1.1,1900.0,53.8,45.2,0.0,0.0,2.5,1.0,30.0,33.0,100.0,100.0,1
15,44,40,36648.0,1,1,2,1,1,2,0,1,0,1,3,815.0,1.0,1,0,1911.0,50.0,60.0,8,14.0,75.0,0.625,33.0,0.0,2000.0,65.2,34.8,0.0,0.0,0.0,0.0,35.0,40.0,96.9,100.0,0
5,104,11,34664.0,2,1,2,1,1,2,2,1,2,1,3,816.0,9.0,3,2,1910.0,45.0,49.0,2,16.0,72.0,0.375,38.0,15.0,1650.0,50.0,35.0,0.0,0.0,2.5,0.2,38.0,33.0,96.9,100.0,0
4,58,26,36858.0,2,1,2,1,1,2,2,1,0,1,1,813.0,5.0,1,2,1910.0,60.0,43.0,11,15.0,94.0,1.0,30.907563025210084,9.5,1500.0,52.6,37.9,0.0,4.0,2.5,1.0,40.0,35.0,100.0,100.0,0
1,290,61,25416.0,2,1,2,1,1,2,2,1,0,0,2,821.0,7.0,3,2,1911.0,47.5,41.0,9,18.0,74.0,0.5,30.0,17.7,1900.0,44.2,38.1,2.0,0.0,2.5,1.0,40.0,33.0,100.0,100.0,0
3,236,26,36858.0,2,1,2,1,1,2,2,1,0,1,0,802.0,2.0,1,2,1910.0,47.5,52.0,6,14.3,98.0,0.75,55.0,11.7,1600.0,53.2,35.1,0.0,0.0,3.0,1.0,40.0,33.0,100.0,100.0,0
18,212,59,34546.0,1,1,2,1,1,1,0,1,0,1,3,816.0,9.0,2,0,1911.0,37.5,54.0,8,14.5,80.0,1.0,20.0,10.9,2400.0,54.3,34.8,0.0,0.0,2.5,0.4,30.0,40.0,103.3,100.0,1
18,199,59,34546.0,1,1,2,1,1,1,0,1,0,1,3,816.0,2.0,2,0,1911.0,52.5,54.0,6,14.6,82.0,0.7243334970530452,32.0,10.5,2400.0,52.6,36.8,0.0,0.0,2.5,0.5,30.0,40.0,100.0,100.0,1
13,338,64,36054.0,1,1,2,1,1,1,0,1,0,1,2,827.0,2.0,3,0,1910.0,45.0,55.0,8,15.0,75.0,0.75,25.0,0.0,2300.0,59.8,40.2,0.0,0.0,2.0,2.3,30.0,33.0,96.6,100.0,1
6,194,59,34545.0,1,1,2,1,1,2,0,1,0,0,2,827.0,9.0,3,0,1910.0,40.0,48.0,8,15.0,82.0,1.0,35.0,0.0,1720.0,59.3,40.7,0.0,0.0,1.5,1.5,32.0,33.0,100.0,100.0,1
6,187,59,34545.0,1,1,2,1,1,2,0,1,0,0,2,827.0,2.0,3,0,1910.0,40.0,48.0,9,15.0,75.0,1.0,30.0,0.0,1720.0,61.7,38.3,0.0,0.0,2.5,3.0,33.0,33.0,103.2,100.0,1
7,230,49,47103.0,2,1,2,1,1,2,2,1,0,0,0,802.0,7.0,1,2,1910.0,50.0,52.0,2,14.0,80.0,0.75,60.0,4.4,1700.0,54.9,40.7,0.0,0.0,2.5,1.0,40.0,33.0,100.0,100.0,0
8,170,49,47103.0,2,1,2,1,1,2,2,1,0,1,1,813.0,1.0,1,2,1910.0,55.0,54.0,4,13.23,79.0,1.0,30.907563025210084,18.9,1700.0,47.2,34.0,0.0,0.0,2.0,0.6,40.0,33.0,100.0,100.0,1
8,243,49,47103.0,1,1,2,1,1,1,0,1,0,1,1,813.0,10.0,1,2,1910.0,40.0,54.0,6,14.42,87.0,1.0,30.907563025210084,4.5,1700.0,56.2,39.3,0.0,0.0,2.5,1.0,40.0,33.0,96.8,100.0,1
8,244,49,47103.0,2,1,2,1,1,2,2,1,0,1,0,802.0,2.0,1,2,1910.0,72.5,54.0,2,14.5,82.0,0.75,50.0,2.2,1900.0,56.7,41.6,0.0,0.0,3.0,0.9,40.0,33.0,100.0,100.0,1
8,178,49,47103.0,2,1,2,1,1,2,2,1,0,1,1,813.0,5.0,1,2,1910.0,47.5,54.0,2,16.08,69.0,1.0,30.907563025210084,3.3,1700.0,55.5,41.1,0.0,0.0,2.5,0.9,40.0,30.0,103.3,100.0,1
10,80,49,47103.0,2,1,2,1,1,2,2,1,0,1,3,816.0,2.0,1,2,1910.0,60.0,50.0,8,15.0,72.0,0.75,30.0,15.9,1700.0,44.2,39.8,1.0,0.0,3.0,0.5,40.0,33.0,100.0,100.0,0
13,364,60,34752.0,1,1,1,1,1,1,0,2,0,1,2,824.0,9.0,3,0,1910.0,50.0,48.0,9,15.8,70.0,0.7243334970530452,30.0,0.0,1900.0,58.8,41.2,5.0,0.0,2.5,1.2,30.0,33.0,100.0,100.0,1
13,351,60,34752.0,1,1,1,1,1,1,0,1,0,1,2,824.0,2.0,3,2,1910.0,50.0,48.0,4,15.5,68.0,0.8125,30.0,0.0,1900.0,57.4,42.6,10.0,0.0,1.5,1.0,30.0,33.0,100.0,100.0,1
8,181,39,36928.0,1,1,2,1,1,1,0,1,0,1,3,815.0,9.0,1,0,1910.0,40.0,54.0,4,15.0,80.0,0.75,28.0,0.0,1800.0,58.8,41.2,0.0,0.0,2.5,1.2,30.0,33.0,100.0,100.0,1
8,169,39,36928.0,1,1,2,1,1,1,0,1,0,1,3,815.0,2.0,1,0,1910.0,40.0,54.0,8,15.0,88.0,0.75,28.0,0.0,1800.0,58.8,41.2,0.0,0.0,2.5,1.2,30.0,33.0,100.0,100.0,1
18,271,61,25424.0,2,1,2,1,1,2,2,1,0,0,2,821.0,7.0,3,2,1911.0,40.0,54.0,9,14.1,80.0,0.7243334970530452,20.0,24.8,1850.0,41.3,33.9,3.0,0.0,2.5,0.8,40.0,40.0,103.3,100.0,1
17,79,51,36859.0,2,2,2,1,1,2,1,1,0,0,0,802.0,2.0,1,2,1906.7816091954023,50.0,65.0,2,17.0,100.0,0.625,52.0,5.6,1650.0,55.5,38.9,0.0,0.0,3.0,0.6,45.0,39.056390977443606,103.03279135338346,100.0,0
24,367,33,34093.0,2,1,2,1,1,2,1,1,0,0,2,821.0,7.0,3,2,1910.0,52.5,62.0,13,14.5,95.0,0.75,20.0,0.0,1950.0,58.8,41.2,0.0,0.0,2.0,1.0,38.0,35.0,100.0,100.0,0
16,73,50,36859.0,2,1,2,1,1,2,2,1,0,0,0,802.0,2.0,1,2,1910.0,50.0,56.0,2,14.3,105.0,0.75,70.0,0.0,1600.0,55.5,44.5,0.0,0.0,3.0,1.0,45.0,35.0,100.0,100.0,0
19,41,40,36649.0,1,1,2,1,1,1,0,1,0,1,1,813.0,6.0,1,3,1911.0,47.5,62.0,9,15.0,84.0,0.7243334970530452,30.907563025210084,5.6,1823.359168241966,56.2,38.2,0.0,0.0,2.5,1.0,35.0,40.0,96.7,100.0,1
